work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd_adjusted,log_salary_usd,simplified_job_title,employee_region,company_region,cross_border_work,cross_region_work,is_remote,salary_quartile,experience_level_encoded,company_size_encoded
2023,Director of Data Science,Data Science and Research,USD,249300,249300.0,United States,Executive,Full-time,In-person,United States,M,249300.0,12.42641226951165,Data Leadership,North America,North America,False,False,0,Very High,3,1
2023,Data Analyst,Data Analysis,USD,85000,85000.0,United States,Senior,Full-time,In-person,United States,M,85000.0,11.350406535472453,Data Analyst,North America,North America,False,False,0,Low,2,1
2023,Data Analyst,Data Analysis,USD,79000,79000.0,United States,Senior,Full-time,In-person,United States,M,79000.0,11.27720313144916,Data Analyst,North America,North America,False,False,0,Low,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500,214500.0,United States,Senior,Full-time,In-person,United States,M,214500.0,12.27606501735021,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600,132600.0,United States,Senior,Full-time,In-person,United States,M,132600.0,11.7950923567339,ML/AI Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,131000,131000.0,United States,Senior,Full-time,In-person,United States,M,131000.0,11.782952602183288,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M,130000.0,11.77528972943772,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,153600,153600.0,United States,Senior,Full-time,In-person,United States,M,153600.0,11.94210709969571,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,106800,106800.0,United States,Senior,Full-time,In-person,United States,M,106800.0,11.578713205508231,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Applied Scientist,Data Science and Research,USD,220000,220000.0,United States,Senior,Full-time,Remote,United States,M,220000.0,12.301382825334498,Other Data Professional,North America,North America,False,False,1,Very High,2,1
2023,Applied Scientist,Data Science and Research,USD,163000,163000.0,United States,Senior,Full-time,Remote,United States,M,163000.0,12.0015054797889,Other Data Professional,North America,North America,False,False,1,High,2,1
2023,Data Scientist,Data Science and Research,USD,168000,168000.0,United States,Senior,Full-time,Remote,United States,M,168000.0,12.031719258385396,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,Remote,United States,M,130000.0,11.77528972943772,Data Scientist,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,107400,107400.0,United States,Senior,Full-time,In-person,United States,M,107400.0,11.584315461056901,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,101500,101500.0,United States,Senior,Full-time,In-person,United States,M,101500.0,11.52781407746398,Data Scientist,North America,North America,False,False,0,Low,2,1
2023,Data Manager,Leadership and Management,USD,80000,80000.0,United States,Executive,Full-time,In-person,United States,M,80000.0,11.289781913656018,Data Leadership,North America,North America,False,False,0,Low,3,1
2023,Data Manager,Leadership and Management,USD,70000,70000.0,United States,Executive,Full-time,In-person,United States,M,70000.0,11.156250521031495,Data Leadership,North America,North America,False,False,0,Low,3,1
2023,Data Engineer,Data Engineering,EUR,75000,80976.0,France,Mid-level,Full-time,Hybrid,France,M,80976.0,11.301908093453859,Data Engineer,Europe,Europe,False,False,0,Low,1,1
2023,Research Scientist,Data Science and Research,USD,300000,300000.0,United States,Mid-level,Full-time,In-person,United States,M,300000.0,12.611537753638338,Data Scientist,North America,North America,False,False,0,Very High,1,1
2023,Research Scientist,Data Science and Research,USD,100000,100000.0,United States,Mid-level,Full-time,In-person,United States,M,100000.0,11.512925464970229,Data Scientist,North America,North America,False,False,0,Low,1,1
2023,Data Architect,Data Architecture and Modeling,USD,175000,175000.0,United States,Senior,Full-time,Remote,United States,M,175000.0,12.072541252905651,Data Architect,North America,North America,False,False,1,High,2,1
2023,Data Architect,Data Architecture and Modeling,USD,135000,135000.0,United States,Senior,Full-time,Remote,United States,M,135000.0,11.813030057420567,Data Architect,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,164000,164000.0,United States,Senior,Full-time,In-person,United States,M,164000.0,12.007621706806335,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M,130000.0,11.77528972943772,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,300000,300000.0,United States,Senior,Full-time,In-person,United States,M,300000.0,12.611537753638338,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,211000,211000.0,United States,Senior,Full-time,In-person,United States,M,211000.0,12.259613412458204,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,276000,276000.0,United States,Senior,Full-time,In-person,United States,M,276000.0,12.528156144699286,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,184000,184000.0,United States,Senior,Full-time,In-person,United States,M,184000.0,12.122691036591123,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,115000,115000.0,United States,Mid-level,Full-time,Remote,United States,M,115000.0,11.652687407345388,Data Analyst,North America,North America,False,False,1,Medium,1,1
2023,Data Analyst,Data Analysis,USD,110000,110000.0,United States,Mid-level,Full-time,Remote,United States,M,110000.0,11.608235644774552,Data Analyst,North America,North America,False,False,1,Medium,1,1
2023,Data Engineer,Data Engineering,USD,139810,139810.0,United States,Senior,Full-time,In-person,United States,M,139810.0,11.84803963698187,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,95325,95325.0,United States,Senior,Full-time,In-person,United States,M,95325.0,11.465047384725764,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Data Analyst,Data Analysis,USD,167000,167000.0,United States,Senior,Full-time,In-person,United States,M,167000.0,12.025749091398891,Data Analyst,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M,150000.0,11.918390573078392,Data Analyst,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,144000,144000.0,United States,Senior,Full-time,In-person,United States,M,144000.0,11.877568578558138,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,96000,96000.0,United States,Senior,Full-time,In-person,United States,M,96000.0,11.472103470449973,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Data Engineer,Data Engineering,USD,140000,140000.0,United States,Senior,Full-time,In-person,United States,M,140000.0,11.84939770159144,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,125000,125000.0,United States,Senior,Full-time,In-person,United States,M,125000.0,11.736069016284437,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Analytics Engineer,Leadership and Management,USD,145000,145000.0,United States,Senior,Full-time,Remote,United States,M,145000.0,11.884489021402711,Analytics Professional,North America,North America,False,False,1,Medium,2,1
2023,Analytics Engineer,Leadership and Management,USD,116000,116000.0,United States,Senior,Full-time,Remote,United States,M,116000.0,11.661345470088502,Analytics Professional,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,161000,161000.0,United States,Senior,Full-time,In-person,United States,M,161000.0,11.9891596439666,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,116300,116300.0,United States,Senior,Full-time,In-person,United States,M,116300.0,11.663928338506755,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Analyst,Data Analysis,USD,140000,140000.0,United States,Senior,Full-time,In-person,United States,M,140000.0,11.84939770159144,Data Analyst,North America,North America,False,False,0,Medium,2,1
2023,Data Analyst,Data Analysis,USD,125000,125000.0,United States,Senior,Full-time,In-person,United States,M,125000.0,11.736069016284437,Data Analyst,North America,North America,False,False,0,Medium,2,1
2023,Data Architect,Data Architecture and Modeling,USD,175564,175564.0,United States,Senior,Full-time,Remote,United States,M,175564.0,12.075758927775924,Data Architect,North America,North America,False,False,1,High,2,1
2023,Data Architect,Data Architecture and Modeling,USD,144854,144854.0,United States,Senior,Full-time,Remote,United States,M,144854.0,11.88348161759012,Data Architect,North America,North America,False,False,1,Medium,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,225000,225000.0,United States,Senior,Full-time,In-person,United States,M,225000.0,12.323855681186558,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,166000,166000.0,United States,Senior,Full-time,In-person,United States,M,166000.0,12.01974306733868,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Analytics Engineer,Leadership and Management,USD,190000,190000.0,United States,Senior,Full-time,In-person,United States,M,190000.0,12.154779351142624,Analytics Professional,North America,North America,False,False,0,Very High,2,1
2023,Analytics Engineer,Leadership and Management,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M,150000.0,11.918390573078392,Analytics Professional,North America,North America,False,False,0,High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,225000,225000.0,United States,Senior,Full-time,In-person,United States,M,225000.0,12.323855681186558,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,166000,166000.0,United States,Senior,Full-time,In-person,United States,M,166000.0,12.01974306733868,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,151300,151300.0,United States,Senior,Full-time,Remote,United States,M,151300.0,11.927019899776447,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Scientist,Data Science and Research,USD,126100,126100.0,United States,Senior,Full-time,Remote,United States,M,126100.0,11.744830521953011,Data Scientist,North America,North America,False,False,1,Medium,2,1
2023,Research Engineer,Data Science and Research,USD,190000,190000.0,United States,Senior,Full-time,In-person,United States,M,190000.0,12.154779351142624,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Research Engineer,Data Science and Research,USD,152000,152000.0,United States,Senior,Full-time,In-person,United States,M,152000.0,11.931635799828413,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,202600,202600.0,United States,Senior,Full-time,Remote,United States,M,202600.0,12.21898887079672,Data Scientist,North America,North America,False,False,1,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,168800,168800.0,United States,Senior,Full-time,Remote,United States,M,168800.0,12.036469861143994,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000.0,United States,Senior,Full-time,In-person,United States,M,190000.0,12.154779351142624,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000.0,United States,Senior,Full-time,In-person,United States,M,150000.0,11.918390573078392,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,180000,180000.0,United States,Executive,Full-time,Remote,United States,M,180000.0,12.100712129872347,Data Analyst,North America,North America,False,False,1,High,3,1
2023,Data Analyst,Data Analysis,USD,125000,125000.0,United States,Executive,Full-time,Remote,United States,M,125000.0,11.736069016284437,Data Analyst,North America,North America,False,False,1,Medium,3,1
2023,Business Intelligence Analyst,BI and Visualization,USD,113000,113000.0,United States,Senior,Full-time,In-person,United States,M,113000.0,11.635143097694478,BI Developer,North America,North America,False,False,0,Medium,2,1
2023,Business Intelligence Analyst,BI and Visualization,USD,90400,90400.0,United States,Senior,Full-time,In-person,United States,M,90400.0,11.411999546380267,BI Developer,North America,North America,False,False,0,Low,2,1
2023,Business Intelligence Engineer,BI and Visualization,USD,204300,204300.0,United States,Senior,Full-time,In-person,United States,M,204300.0,12.227344780805714,BI Developer,North America,North America,False,False,0,Very High,2,1
2023,Business Intelligence Engineer,BI and Visualization,USD,139000,139000.0,United States,Senior,Full-time,In-person,United States,M,139000.0,11.842229212112828,BI Developer,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,282000,282000.0,United States,Senior,Full-time,In-person,United States,M,282000.0,12.54966234992025,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,208000,208000.0,United States,Senior,Full-time,In-person,United States,M,208000.0,12.245293358683455,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,185000,185000.0,United States,Senior,Full-time,In-person,United States,M,185000.0,12.128111104060462,Data Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,124000,124000.0,United States,Senior,Full-time,In-person,United States,M,124000.0,11.728036844587175,Data Engineer,North America,North America,False,False,0,Medium,2,1
2023,Research Scientist,Data Science and Research,USD,240000,240000.0,United States,Senior,Full-time,In-person,United States,M,240000.0,12.388394202324129,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Research Scientist,Data Science and Research,USD,157000,157000.0,United States,Senior,Full-time,In-person,United States,M,157000.0,11.964001084330445,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,212800,212800.0,United States,Senior,Full-time,In-person,United States,L,212800.0,12.268108036449627,ML/AI Engineer,North America,North America,False,False,0,Very High,2,2
2023,Machine Learning Engineer,Machine Learning and AI,USD,111600,111600.0,United States,Senior,Full-time,In-person,United States,L,111600.0,11.622676328929348,ML/AI Engineer,North America,North America,False,False,0,Medium,2,2
2023,Data Architect,Data Architecture and Modeling,USD,183000,183000.0,United States,Senior,Full-time,In-person,United States,M,183000.0,12.117241431823558,Data Architect,North America,North America,False,False,0,High,2,1
2023,Data Architect,Data Architecture and Modeling,USD,147000,147000.0,United States,Senior,Full-time,In-person,United States,M,147000.0,11.898187865760873,Data Architect,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,169000,169000.0,United States,Senior,Full-time,In-person,United States,M,169000.0,12.037653993905211,Data Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,91000,91000.0,United States,Senior,Full-time,In-person,United States,M,91000.0,11.418614785498987,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Data Architect,Data Architecture and Modeling,USD,210000,210000.0,United States,Senior,Full-time,In-person,United States,M,210000.0,12.254862809699606,Data Architect,North America,North America,False,False,0,Very High,2,1
2023,Data Architect,Data Architecture and Modeling,USD,160000,160000.0,United States,Senior,Full-time,In-person,United States,M,160000.0,11.982929094215963,Data Architect,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,70900,70900.0,United States,Mid-level,Full-time,In-person,United States,M,70900.0,11.169025712520218,Data Analyst,North America,North America,False,False,0,Low,1,1
2023,Data Analyst,Data Analysis,USD,49000,49000.0,United States,Mid-level,Full-time,In-person,United States,M,49000.0,10.799575577092764,Data Analyst,North America,North America,False,False,0,Low,1,1
2023,Data Architect,Data Architecture and Modeling,USD,193000,193000.0,United States,Senior,Full-time,In-person,United States,M,193000.0,12.170445467887022,Data Architect,North America,North America,False,False,0,Very High,2,1
2023,Data Architect,Data Architecture and Modeling,USD,128000,128000.0,United States,Senior,Full-time,In-person,United States,M,128000.0,11.759785542901755,Data Architect,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,168000,168000.0,United States,Senior,Full-time,In-person,United States,M,168000.0,12.031719258385396,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,130000,130000.0,United States,Senior,Full-time,In-person,United States,M,130000.0,11.77528972943772,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,154000,154000.0,United States,Mid-level,Full-time,In-person,United States,M,154000.0,11.944707881395766,Data Engineer,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,103000,103000.0,United States,Mid-level,Full-time,In-person,United States,M,103000.0,11.542484267211773,Data Engineer,North America,North America,False,False,0,Low,1,1
2023,Data Analyst,Data Analysis,USD,93918,93918.0,United States,Senior,Full-time,In-person,United States,M,93918.0,11.450177340116278,Data Analyst,North America,North America,False,False,0,Low,2,1
2023,Data Analyst,Data Analysis,USD,51962,51962.0,United States,Senior,Full-time,In-person,United States,M,51962.0,10.858267961190807,Data Analyst,North America,North America,False,False,0,Low,2,1
2023,Data Scientist,Data Science and Research,USD,180000,180000.0,United States,Senior,Full-time,In-person,United States,M,180000.0,12.100712129872347,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,In-person,United States,M,160000.0,11.982929094215963,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,140000,140000.0,United States,Senior,Full-time,In-person,United States,M,140000.0,11.84939770159144,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,140000,140000.0,United States,Senior,Full-time,In-person,United States,M,140000.0,11.84939770159144,Data Scientist,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,275000,275000.0,Canada,Mid-level,Full-time,In-person,Canada,M,275000.0,12.524526376648708,Data Engineer,North America,North America,False,False,0,Very High,1,1
2023,Data Engineer,Data Engineering,USD,243000,243000.0,Canada,Mid-level,Full-time,In-person,Canada,M,243000.0,12.400816722322686,Data Engineer,North America,North America,False,False,0,Very High,1,1
2023,Data Scientist,Data Science and Research,USD,215000,215000.0,United States,Senior,Full-time,In-person,United States,M,215000.0,12.2783933071098,Data Scientist,North America,North America,False,False,0,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,In-person,United States,M,160000.0,11.982929094215963,Data Scientist,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,174500,174500.0,United States,Executive,Full-time,In-person,United States,M,174500.0,12.069680020624618,Data Engineer,North America,North America,False,False,0,High,3,1
2023,Data Engineer,Data Engineering,USD,113000,113000.0,United States,Executive,Full-time,In-person,United States,M,113000.0,11.635143097694478,Data Engineer,North America,North America,False,False,0,Medium,3,1
2023,Data Analyst,Data Analysis,USD,125000,125000.0,United States,Senior,Full-time,Remote,United States,M,125000.0,11.736069016284437,Data Analyst,North America,North America,False,False,1,Medium,2,1
2023,Data Analyst,Data Analysis,USD,80000,80000.0,United States,Senior,Full-time,Remote,United States,M,80000.0,11.289781913656018,Data Analyst,North America,North America,False,False,1,Low,2,1
2023,Data Engineer,Data Engineering,USD,145000,145000.0,United States,Senior,Full-time,Remote,United States,M,145000.0,11.884489021402711,Data Engineer,North America,North America,False,False,1,Medium,2,1
2023,Data Engineer,Data Engineering,USD,115000,115000.0,United States,Senior,Full-time,Remote,United States,M,115000.0,11.652687407345388,Data Engineer,North America,North America,False,False,1,Medium,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,260000,260000.0,United States,Senior,Full-time,In-person,United States,M,260000.0,12.468436909997665,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,160000,160000.0,United States,Senior,Full-time,In-person,United States,M,160000.0,11.982929094215963,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Scientist,Data Science and Research,USD,202000,202000.0,United States,Senior,Full-time,Remote,United States,M,202000.0,12.216022976383341,Data Scientist,North America,North America,False,False,1,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,140000,140000.0,United States,Senior,Full-time,Remote,United States,M,140000.0,11.84939770159144,Data Scientist,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,CAD,130000,96313.0,Canada,Mid-level,Full-time,Remote,Canada,S,96313.0,11.47535858348313,Data Scientist,North America,North America,False,False,1,Low,1,0
2023,Machine Learning Engineer,Machine Learning and AI,USD,250000,250000.0,United States,Senior,Full-time,In-person,United States,M,250000.0,12.429216196844383,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,Machine Learning Engineer,Machine Learning and AI,USD,140000,140000.0,United States,Senior,Full-time,In-person,United States,M,140000.0,11.84939770159144,ML/AI Engineer,North America,North America,False,False,0,Medium,2,1
2023,Data Analyst,Data Analysis,EUR,45000,48585.0,Portugal,Mid-level,Full-time,Remote,Portugal,M,48585.0,10.79107012027354,Data Analyst,Europe,Europe,False,False,1,Low,1,1
2023,Data Analyst,Data Analysis,EUR,40000,43187.0,Portugal,Mid-level,Full-time,Remote,Portugal,M,43187.0,10.673294803018983,Data Analyst,Europe,Europe,False,False,1,Low,1,1
2023,Data Science Manager,Data Science and Research,USD,204000,204000.0,United States,Senior,Full-time,Remote,United States,M,204000.0,12.225875272826354,Data Leadership,North America,North America,False,False,1,Very High,2,1
2023,Data Science Manager,Data Science and Research,USD,127500,127500.0,United States,Senior,Full-time,Remote,United States,M,127500.0,11.755871643580617,Data Leadership,North America,North America,False,False,1,Medium,2,1
2023,Data Analyst,Data Analysis,USD,145500,145500.0,United States,Senior,Full-time,In-person,United States,M,145500.0,11.887931365593685,Data Analyst,North America,North America,False,False,0,High,2,1
2023,Data Analyst,Data Analysis,USD,108000,108000.0,United States,Senior,Full-time,In-person,United States,M,108000.0,11.589886506106357,Data Analyst,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,206000,206000.0,United States,Senior,Full-time,Remote,United States,M,206000.0,12.235631447771718,Data Engineer,North America,North America,False,False,1,Very High,2,1
2023,Data Engineer,Data Engineering,USD,175100,175100.0,United States,Senior,Full-time,Remote,United States,M,175100.0,12.073112518273943,Data Engineer,North America,North America,False,False,1,High,2,1
2023,Data Analyst,Data Analysis,USD,122500,122500.0,United States,Senior,Full-time,Remote,United States,M,122500.0,11.715866308966918,Data Analyst,North America,North America,False,False,1,Medium,2,1
2023,Data Analyst,Data Analysis,USD,82500,82500.0,United States,Senior,Full-time,Remote,United States,M,82500.0,11.320553572322773,Data Analyst,North America,North America,False,False,1,Low,2,1
2023,Data Manager,Leadership and Management,USD,110400,110400.0,United States,Senior,Full-time,In-person,United States,M,110400.0,11.611865412825132,Data Leadership,North America,North America,False,False,0,Medium,2,1
2023,Data Manager,Leadership and Management,USD,68000,68000.0,United States,Senior,Full-time,In-person,United States,M,68000.0,11.127262984158243,Data Leadership,North America,North America,False,False,0,Low,2,1
2023,Data Scientist,Data Science and Research,USD,190000,190000.0,United States,Senior,Full-time,Remote,United States,M,190000.0,12.154779351142624,Data Scientist,North America,North America,False,False,1,Very High,2,1
2023,Data Scientist,Data Science and Research,USD,160000,160000.0,United States,Senior,Full-time,Remote,United States,M,160000.0,11.982929094215963,Data Scientist,North America,North America,False,False,1,High,2,1
2023,Data Analyst,Data Analysis,USD,95000,95000.0,United States,Senior,Full-time,In-person,United States,M,95000.0,11.461632170582678,Data Analyst,North America,North America,False,False,0,Low,2,1
2023,Data Analyst,Data Analysis,USD,75000,75000.0,United States,Senior,Full-time,In-person,United States,M,75000.0,11.225243392518447,Data Analyst,North America,North America,False,False,0,Low,2,1
2023,Data Scientist,Data Science and Research,USD,136000,136000.0,United States,Senior,Full-time,Remote,United States,M,136000.0,11.820410164718188,Data Scientist,North America,North America,False,False,1,Medium,2,1
2023,Data Scientist,Data Science and Research,USD,104000,104000.0,United States,Senior,Full-time,Remote,United States,M,104000.0,11.55214617812351,Data Scientist,North America,North America,False,False,1,Low,2,1
2023,Data Analyst,Data Analysis,USD,130000,130000.0,United States,Mid-level,Full-time,In-person,United States,M,130000.0,11.77528972943772,Data Analyst,North America,North America,False,False,0,Medium,1,1
2023,Data Analyst,Data Analysis,USD,105000,105000.0,United States,Mid-level,Full-time,In-person,United States,M,105000.0,11.56171562913966,Data Analyst,North America,North America,False,False,0,Low,1,1
2023,Data Engineer,Data Engineering,USD,154000,154000.0,United States,Mid-level,Full-time,In-person,United States,M,154000.0,11.944707881395766,Data Engineer,North America,North America,False,False,0,High,1,1
2023,Data Engineer,Data Engineering,USD,103000,103000.0,United States,Mid-level,Full-time,In-person,United States,M,103000.0,11.542484267211773,Data Engineer,North America,North America,False,False,0,Low,1,1
2023,Director of Data Science,Data Science and Research,USD,217000,217000.0,United States,Mid-level,Full-time,In-person,United States,M,217000.0,12.287652632522597,Data Leadership,North America,North America,False,False,0,Very High,1,1
2023,Director of Data Science,Data Science and Research,USD,192000,192000.0,United States,Mid-level,Full-time,In-person,United States,M,192000.0,12.165250651009918,Data Leadership,North America,North America,False,False,0,Very High,1,1
2023,Data Engineer,Data Engineering,USD,170000,170000.0,United States,Senior,Full-time,In-person,United States,M,170000.0,12.043553716032399,Data Engineer,North America,North America,False,False,0,High,2,1
2023,Data Engineer,Data Engineering,USD,100000,100000.0,United States,Senior,Full-time,In-person,United States,M,100000.0,11.512925464970229,Data Engineer,North America,North America,False,False,0,Low,2,1
2023,Data Specialist,Data Management and Strategy,USD,90000,90000.0,United States,Senior,Full-time,In-person,United States,M,90000.0,11.407564949312402,Other Data Professional,North America,North America,False,False,0,Low,2,1
2023,Data Specialist,Data Management and Strategy,USD,60000,60000.0,United States,Senior,Full-time,In-person,United States,M,60000.0,11.002099841204238,Other Data Professional,North America,North America,False,False,0,Low,2,1
2023,AI Engineer,Machine Learning and AI,USD,350000,308257.5,United States,Senior,Full-time,In-person,United States,M,308257.5,12.638690751630843,ML/AI Engineer,North America,North America,False,False,0,Very High,2,1
2023,AI Engineer,Machine Learning and AI,USD,168000,168000.0,United States,Senior,Full-time,In-person,United States,M,168000.0,12.031719258385396,ML/AI Engineer,North America,North America,False,False,0,High,2,1
2023,Data Science Manager,Data Science and Research,USD,234900,234900.0,United States,Senior,Full-time,In-person,United States,M,234900.0,12.366915170647005,Data Leadership,North America,North America,False,False,0,Very High,2,1
2023,Data Science Manager,Data Science and Research,USD,113500,113500.0,United States,Senior,Full-time,In-person,United States,M,113500.0,11.639558115903595,Data Leadership,North America,North America,False,False,0,Medium,2,1
2023,Data Engineer,Data Engineering,USD,385000,308257.5,United States,Senior,Full-time,In-person,United States,M,308257.5,12.638690751630843,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,245000,245000.0,United States,Senior,Full-time,In-person,United States,M,245000.0,12.409013489526863,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,255000,255000.0,United States,Senior,Full-time,In-person,United States,M,255000.0,12.449018824140563,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Engineer,Data Engineering,USD,255000,255000.0,United States,Senior,Full-time,In-person,United States,M,255000.0,12.449018824140563,Data Engineer,North America,North America,False,False,0,Very High,2,1
2023,Data Visualization Engineer,BI and Visualization,USD,170200,170200.0,United States,Senior,Full-time,In-person,United States,M,170200.0,12.04472949512141,Other Data Professional,North America,North America,False,False,0,High,2,1
2023,Data Visualization Engineer,BI and Visualization,USD,83900,83900.0,United States,Senior,Full-time,In-person,United States,M,83900.0,11.337380892455297,Other Data Professional,North America,North America,False,False,0,Low,2,1
2023,Data Science Practitioner,Data Science and Research,USD,170200,170200.0,United States,Senior,Full-time,In-person,United States,M,170200.0,12.04472949512141,Other Data Professional,North America,North America,False,False,0,High,2,1
2023,Data Science Practitioner,Data Science and Research,USD,83900,83900.0,United States,Senior,Full-time,In-person,United States,M,83900.0,11.337380892455297,Other Data Professional,North America,North America,False,False,0,Low,2,1
2023,Data Engineer,Data Engineering,USD,202500,202500.0,United States,Senior,Full-time,In-person,United States,M,202500.0,12.218495165528731,Data Engineer,North America,North America,False,False,0,Very High,2,1
